tara100_prot_surface	prot
tara102_prot_dcm	prot
tara102_prot_surface	prot
tara109_prot_dcm	prot
tara109_prot_surface	prot
tara110_prot_dcm	prot
tara110_prot_surface	prot
tara111_prot_dcm	prot
tara111_prot_surface	prot
tara122_prot_dcm	prot
tara122_prot_surface	prot
tara123_prot_epi	prot
tara123_prot_surface	prot
tara124_prot_epi	prot
tara124_prot_surface	prot
tara125_prot_epi	prot
tara125_prot_surface	prot
tara128_prot_dcm	prot
tara128_prot_surface	prot
tara137_prot_dcm	prot
tara137_prot_surface	prot
tara138_prot_dcm	prot
tara138_prot_surface	prot
tara146_prot_surface	prot
tara148_prot_surface	prot
tara149_prot_surface	prot
tara150_prot_dcm	prot
tara151_prot_dcm	prot
